PID,Season,contestant,ChW,ChA,ChW%,SO,VFB,VAP,TotV,TCA,TC%,wTCR,VFT,JVF,TotJ,JV%,SurvSc,SurvAv,Days,Finish,Time,nonVFB,VFB%,nVFB%,NoJ,InRCA,InRCW,InICA,InICW,InChA,InChW,InChW%,TRCA,TRCW,TICA,TICW,TChA,TChW,TChW%,TrCh 2nd,TrCh 3rd,Exile,TVA,VAT%,NI VFT,NI VFT%,Sex,Birthday,Day 1 Filming date,Age,,VVp,VAPi
543,37,John Hennigan,1.18,3.85,0.31,0,2,3,35,3,0.64,2.67,2,0,10,0,0.94,3.84,22,12,1,1,0.67,0.33,3.84,0,0,2,0,2,0,0.00,4,2,6,4,10,6,0.600,1,0,0,,,,,M,,,,,,3
544,37,Dan Rengering,2.21,4.80,0.46,0,2,6,46,4,0.47,1.40,3,0,10,0,0.93,3.61,25,11,1,2,0.50,0.50,3.61,0,0,3,1,3,1,0.33,4,2,6,4,10,6,0.600,1,0,0,,,,,M,,,,,,6
545,37,Alec Merlino,2.30,6.00,0.38,0,3,9,61,6,0.48,1.08,5,0,10,0,0.86,3.38,28,10,1,3,0.50,0.50,3.38,0,0,4,1,4,1,0.25,5,4,6,3,11,7,0.636,1,0,0,,,,,M,,,,,,9
546,37,Angelina Keeley,1.04,13.75,0.08,2,8,4,100,12,0.66,2.33,7,0,10,0.00,0.74,3.37,39,3,1,4,0.67,0.33,3.37,1,0,10,0,11,0,0.00,7,1,6,2,13,3,0.231,3,0,0,,,,,F,,,,,2,6
547,37,Alison Raybould,2.13,13.00,0.16,1,5,13,91,9,0.54,0.92,5,0,10,0,0.70,3.04,37,5,1,4,0.56,0.44,3.04,1,0,9,1,10,1,0.10,8,2,6,4,14,6,0.429,1,0,0,,,,,F,,,,,,13
548,37,Carl Boudreaux,0.90,7.05,0.13,2,3,6,64,6,0.48,1.40,4,0,10,0,0.61,2.30,30,9,1,3,0.50,0.50,2.30,0,0,5,0,5,0,0.00,6,2,5,2,11,4,0.364,1,0,2,,,,,M,,,,,,6
549,37,Natalia Azoqa,0.21,0.54,0.39,1,1,3,15,2,0.40,2.00,1,0,10,0,0.79,2.21,11,16,1,1,0.50,0.50,2.21,0,0,0,0,0,0,#DIV/0!,0,0,4,2,4,2,0.500,0,0,0,,,,,F,,,,,,3
550,37,Lyrsa Torres,0.70,1.69,0.42,0,2,9,18,3,0.50,1.44,0,0,10,0,0.92,2.14,17,14,1,1,0.67,0.33,2.14,0,0,0,0,0,0,#DIV/0!,3,1,6,1,9,2,0.222,3,0,0,,,,,F,,,,,,9
551,37,Natalie Cole,0.30,0.94,0.32,1,1,4,15,2,0.37,1.75,0,0,10,0,0.69,2.05,15,15,1,1,0.50,0.50,2.05,0,0,0,0,0,0,#DIV/0!,1,0,5,1,6,1,0.167,2,0,0,,,,,F,,,,,,4
552,37,Elizabeth Olson,0.53,2.44,0.22,1,2,13,27,3,0.51,1.10,1,0,10,0,0.72,1.62,20,13,1,1,0.67,0.33,1.62,0,0,1,0,1,0,0.00,2,1,6,2,8,3,0.375,0,0,0,,,,,F,,,,,,13
553,37,Jeremy Crawford,0.21,0.34,0.63,0,0,9,10,1,-0.90,0.00,0,0,10,0,-0.27,0.21,9,18,1,1,0.00,1.00,0.21,0,0,0,0,0,0,#DIV/0!,0,0,3,2,3,2,0.667,0,0,0,,,,,M,,,,,,9
554,37,Bi Nguyen*,0.13,0.34,0.37,0,0,0,9,1,-0.24,0.00,1,0,10,0,0.14,0.13,10,17,1,1,0.00,1.00,0.13,0,0,0,0,0,0,#DIV/0!,0,0,3,1,3,1,0.333,0,0,0,,,,,F,,,,,,0
555,37,Jessica Peet,0.00,0.21,0.00,0,0,5,9,1,-0.56,0.00,0,0,10,0,-0.56,0.00,6,19,1,1,0.00,1.00,0.00,0,0,0,0,0,0,#DIV/0!,0,0,2,0,2,0,0.000,0,0,0,,,,,F,,,,,,5
556,37,Pat Cusack*,0.00,0.10,0.00,0,0,0,0,0,-1.00,0.00,0,0,10,0,-1.00,0.00,3,20,1,0,#DIV/0!,#DIV/0!,0.00,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0.000,0,0,0,,,,,M,,,,,,0
557,38,Gavin Whitson,4.06,15.47,0.26,0,8,0,101,12,0.67,4.67,10,4,13,0.3076923077,1.24,10.58,39,2,1,4,0.67,0.33,8.73,2,1,11,2,13,3,0.23,6,1,6,3,12,4,0.333,3,0,0,,,,,M,,,,,,0
558,38,Chris Underwood,2.14,5.52,0.39,0,4,5,35,5,0.77,2.49,4,9,13,0.6923076923,1.85,8.79,39,1,1,1,0.80,0.20,4.63,2,1,3,1,5,2,0.40,1,1,3,0,4,1,0.250,0,0,27,,,,,M,,,,,4,9
559,38,Rick Devens,5.56,14.47,0.38,0,8,5,117,14,0.57,1.78,9,0,13,0,0.95,7.34,38,4,1,6,0.57,0.43,7.34,3,1,11,4,14,5,0.36,4,3,4,0,8,3,0.375,0,0,6,,,,,M,,,,,7,12
560,38,Julie Rosenberg,3.31,15.47,0.21,3,5,1,88,10,0.50,2.80,7,0,13,0.00,0.71,6.11,39,3,1,5,0.50,0.50,6.11,2,0,11,2,13,2,0.15,6,2,6,3,12,5,0.417,0,0,0,,,,,F,,,,,,1
561,38,Ron Clark,2.33,11.47,0.20,3,5,3,71,7,0.71,2.86,4,0,13,0,0.91,5.19,35,8,1,2,0.71,0.29,5.19,2,1,7,0,9,1,0.11,6,2,6,5,12,7,0.583,0,0,4,,,,,M,,,,,,3
562,38,Aurora McCreary,3.50,13.47,0.26,1,5,12,77,9,0.54,0.97,3,0,13,0,0.80,4.47,35,7,1,4,0.56,0.44,4.47,3,0,8,2,11,2,0.18,6,2,6,6,12,8,0.667,0,0,1,,,,,F,,,,,,12
563,38,Victoria Baamonde,0.75,13.47,0.06,3,8,2,96,11,0.73,3.39,8,0,13,0,0.78,4.15,36,6,1,3,0.73,0.27,4.15,2,0,9,0,11,0,0.00,6,2,6,2,12,4,0.333,3,0,0,,,,,F,,,,,,2
564,38,Julia Carter,1.50,5.89,0.25,1,2,9,36,3,0.58,1.44,2,0,13,0,0.84,2.93,35,12,1,1,0.67,0.33,2.93,1,0,3,0,4,0,0.00,4,2,6,6,10,8,0.800,0,0,12,,,,,F,,,,,,9
565,38,Wardog' DaSilva,0.68,9.47,0.07,0,8,8,100,11,0.72,1.70,8,0,13,0,0.79,2.38,35,9,1,3,0.73,0.27,2.38,1,0,6,0,7,0,0.00,6,3,6,0,12,3,0.250,1,0,6,,,,,M,,,,,,8
566,38,Lauren O'Connell,0.85,14.47,0.06,1,10,11,125,15,0.66,1.24,8,0,13,0,0.72,2.10,37,5,1,5,0.67,0.33,2.10,2,0,10,0,12,0,0.00,6,3,6,0,12,3,0.250,3,0,13,,,,,F,,,,,,8
567,38,Eric Hafemann,0.90,4.89,0.18,0,2,8,38,4,0.45,1.17,3,0,13,0,0.63,2.06,35,13,1,2,0.50,0.50,2.06,1,0,2,0,3,0,0.00,4,1,6,3,10,4,0.400,1,0,0,,,,,M,,,,,,11
435,38,Kelley Wentworth,0.60,8.22,0.07,1,7,14,92,10,0.68,1.09,3,0,13,0,0.76,1.69,35,10,1,3,0.70,0.30,1.69,1,0,5,0,6,0,0.00,5,2,6,0,11,2,0.182,0,0,16,,,,,F,,,,,,6
445,38,Joe Anglim,1.58,3.72,0.42,0,0,6,13,1,-0.46,0.00,0,0,13,0,-0.04,1.58,35,14,1,1,0.00,1.00,1.58,1,0,1,0,2,0,0.00,3,2,6,6,9,8,0.889,1,0,10,,,,,M,,,,,,12
481,38,David Wright,0.27,6.89,0.04,0,6,11,83,9,0.65,1.24,6,0,13,0,0.69,1.51,35,11,1,3,0.67,0.33,1.51,1,0,4,0,5,0,0.00,4,1,6,0,10,1,0.100,0,0,11,,,,,M,,,,,1,6
568,38,Keith Sowell,0.00,1.24,0.00,0,1,6,17,2,0.32,1.40,1,0,13,0,0.32,1.40,17,18,1,1,0.50,0.50,1.40,1,0,0,0,1,0,0.00,0,0,2,0,2,0,0.000,1,0,8,,,,,M,,,,,,14
569,38,Wendy Diaz,0.49,2.72,0.18,0,1,9,37,5,0.15,0.43,1,0,13,0,0.33,0.92,14,17,1,4,0.20,0.80,0.92,1,0,0,0,1,0,0.00,3,1,6,0,9,1,0.111,3,0,1,,,,,F,,,,,,9
467,38,Aubry Bracco,0.48,3.22,0.15,2,0,4,5,1,-0.80,0.00,0,0,13,0,-0.65,0.48,35,15,1,1,0.00,1.00,0.48,2,0,0,0,2,0,0.00,2,0,5,3,7,3,0.429,1,0,22,,,,,F,,,,,,4
570,38,Reem Daly,0.00,2.11,0.00,0,0,4,9,1,-0.44,0.00,0,0,13,0,-0.44,0.00,35,16,1,1,0.00,1.00,0.00,2,0,0,0,2,0,0.00,0,0,1,0,1,0,0.000,0,0,32,,,,,F,,,,,,4
571,39,Tommy Sheehan,2.54,10.79,0.24,1,7,2,75,9,0.77,3.63,7,8,10,0.8,1.81,10.97,39,1,1,2,0.78,0.22,6.17,1,1,8,0,9,1,0.11,4,4,7,5,11,9,0.818,0,0,0,,,,,M,,,,,,2
572,39,Dean Kowalski,2.42,10.79,0.22,1,8,0,99,12,0.67,4.67,10,2,10,0.2,1.09,8.29,39,2,1,4,0.67,0.33,7.09,1,0,8,2,9,2,0.22,4,1,7,2,11,3,0.273,0,0,0,,,,,M,,,,,5,5
573,39,Noura Salman,3.52,10.79,0.33,1,7,6,83,9,0.77,2.18,5,0,10,0,1.10,5.70,39,3,1,2,0.78,0.22,5.70,1,0,8,3,9,3,0.33,4,1,7,3,11,4,0.364,0,0,0,,,,,F,,,,,,6
574,39,Lauren Beck,1.87,10.79,0.17,3,6,1,76,9,0.67,3.73,7,0,10,0,0.84,5.61,38,4,1,3,0.67,0.33,5.61,1,0,8,1,9,1,0.11,4,2,7,5,11,7,0.636,0,0,0,,,,,F,,,,,,1
575,39,Missy Byrd,1.65,4.29,0.38,0,5,3,62,7,0.71,2.86,6,0,10,0,1.09,4.50,27,10,1,2,0.71,0.29,4.50,0,0,3,1,3,1,0.33,3,2,7,3,10,5,0.500,0,0,0,,,,,F,,,,,,3
576,39,Aaron Meredith,2.65,4.29,0.62,0,4,5,63,7,0.56,1.78,6,0,10,0,1.18,4.42,27,11,1,3,0.57,0.43,4.42,0,0,3,2,3,2,0.67,3,2,7,3,10,5,0.500,0,0,0,,,,,M,,,,,,5
577,39,Elizabeth Beisel,0.81,5.29,0.15,0,4,1,71,7,0.57,3.20,7,0,10,0,0.72,4.01,30,9,1,3,0.57,0.43,4.01,0,0,4,0,4,0,0.00,3,3,7,3,10,6,0.600,0,0,0,,,,,F,,,,,,1
578,39,Jason Linden,0.73,0.98,0.74,0,1,6,17,1,0.65,2.80,0,0,10,0,1.39,3.53,16,15,1,0,1.00,0.00,3.53,0,0,0,0,0,0,#DIV/0!,2,2,6,4,8,6,0.750,0,0,0,,,,,M,,,,,,6
579,39,Elaine Stott,1.67,8.79,0.19,2,7,8,86,10,0.69,1.63,7,0,10,0,0.88,3.30,35,7,1,3,0.70,0.30,3.30,1,0,6,1,7,1,0.14,4,2,7,3,11,5,0.455,0,0,0,,,,,F,,,,,,8
580,39,Janet Carbin,0.98,9.79,0.10,1,5,6,83,10,0.49,1.40,6,0,10,0,0.59,2.38,37,5,1,5,0.50,0.50,2.38,1,0,7,0,8,0,0.00,4,1,7,4,11,5,0.455,0,0,0,,,,,F,,,,,2,8
581,39,Dan Spilo*,1.04,8.79,0.12,1,5,5,71,8,0.54,1.04,6,0,10,0,0.66,2.08,36,6,1,3,0.63,0.38,2.08,1,0,6,0,7,0,0.00,4,3,7,5,11,8,0.727,0,0,0,,,,,M,,,,,,5
582,39,Jack Nichting,0.48,1.13,0.43,0,1,2,24,3,0.31,1.56,2,0,10,0,0.73,2.03,19,14,1,2,0.33,0.67,2.03,0,0,0,0,0,0,#DIV/0!,2,0,7,4,9,4,0.444,0,0,0,,,,,F,,,,,,2
583,39,Chelsea Walker,0.11,0.45,0.25,0,2,6,26,3,0.59,1.87,2,0,10,0,0.84,1.98,11,17,1,1,0.67,0.33,1.98,0,0,0,0,0,0,#DIV/0!,0,0,4,1,4,1,0.250,0,0,0,,,,,M,,,,,,6
584,39,Kellee Kim,0.48,2.13,0.23,0,2,8,37,4,0.45,1.17,3,0,10,0,0.67,1.65,22,13,1,2,0.50,0.50,1.65,0,0,1,0,1,0,0.00,2,0,7,4,9,4,0.444,0,0,0,,,,,F,,,,,,8
585,39,Tom Laidlaw,0.11,0.70,0.16,0,2,6,33,4,0.45,1.40,2,0,10,0,0.61,1.51,14,16,1,2,0.50,0.50,1.51,0,0,0,0,0,0,#DIV/0!,1,0,5,1,6,1,0.167,0,0,0,,,,,M,,,,,,6
586,39,Vince Moua,0.11,0.32,0.34,0,1,7,18,2,0.31,1.27,0,0,10,0,0.65,1.38,8,18,1,1,0.50,0.50,1.38,0,0,0,0,0,0,#DIV/0!,0,0,3,1,3,1,0.333,0,0,0,,,,,M,,,,,,7
587,39,Jamal Shipman,0.48,3.29,0.15,0,1,6,48,4,0.22,0.70,4,0,10,0,0.36,1.18,24,12,1,3,0.25,0.75,1.18,0,0,2,0,2,0,0.00,3,0,7,4,10,4,0.400,0,0,0,,,,,M,,,,,,6
588,39,Karishma Patel,0.25,6.79,0.04,0,5,15,86,10,0.48,0.74,4,0,10,0,0.52,0.99,32,8,1,5,0.50,0.50,0.99,0,0,5,0,5,0,0.00,4,0,7,2,11,2,0.182,0,0,0,,,,,F,,,,,7,22
589,39,Molly Byman,0.10,0.21,0.47,0,0,7,10,1,-0.70,0.00,0,0,10,0,-0.23,0.10,6,19,1,1,0.00,1.00,0.10,0,0,0,0,0,0,#DIV/0!,0,0,2,1,2,1,0.500,0,0,0,,,,,F,,,,,,7
590,39,Ronnie Bardah,0.00,0.10,0.00,0,0,7,9,1,-0.78,0.00,0,0,10,0,-0.78,0.00,3,20,1,1,0.00,1.00,0.00,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0.000,0,0,0,,,,,M,,,,,,7
407,40,Tony Vlachos,4.56,12.07,0.38,1,8,0,97,12,0.67,4.67,12,12,16,0.75,1.79,13.73,39,1,3,4,0.67,0.33,9.23,0,0,10,4,10,4,0.40,3,0,8,3,11,3,0.273,2,0,0,,,,,M,,,,,0,0
476,40,Michele Fitzgerald,2.78,12.07,0.23,1,7,4,109,14,0.50,1.75,11,0,16,0.00,0.73,4.53,39,3,2,7,0.50,0.50,4.53,0,0,10,2,10,2,0.20,3,1,8,3,11,4,0.364,1,0,0,,,,,F,,,,,2,6
372,40,Denise Stapley,2.48,10.07,0.25,1,6,4,100,11,0.54,1.91,8,0,16,0,0.79,4.39,36,6,2,5,0.55,0.45,4.39,0,0,8,2,8,2,0.25,3,0,8,2,11,2,0.182,2,0,0,,,,,F,,,,,4,8
425,40,Natalie Anderson,2.00,5.10,0.39,0,1,7,21,3,0.22,0.85,1,4,16,0.25,0.86,4.35,39,2,2,2,0.33,0.67,2.85,2,1,3,1,5,2,0.40,0,0,1,0,1,0,0.000,0,0,33,,,,,F,,,,,4,11
97,40,Sandra Diaz-Twine,0.31,1.04,0.30,4,2,1,24,3,0.65,3.73,2,0,16,0,0.95,4.04,16,15,4,1,0.67,0.33,4.04,0,0,0,0,0,0,#DIV/0!,0,0,7,2,7,2,0.286,1,0,0,,,,,F,,,,,,1
499,40,Ben Driebergen,1.54,11.07,0.14,0,10,5,105,13,0.77,2.39,10,0,16,0,0.90,3.93,37,5,2,3,0.77,0.23,3.93,0,0,9,0,9,0,0.00,3,3,8,4,11,7,0.636,0,0,0,,,,,F,,,,,,5
416,40,Sarah Lacina,1.29,12.07,0.11,0,7,2,97,13,0.54,2.51,10,0,16,0,0.64,3.80,38,4,3,6,0.54,0.46,3.80,0,0,10,0,10,0,0.00,3,2,8,5,11,7,0.636,0,0,0,,,,,M,,,,,,2
183,40,Yul Kwon,0.66,3.54,0.19,0,3,3,28,4,0.72,3.00,3,0,16,0,0.91,3.66,35,14,2,1,0.75,0.25,3.66,2,0,0,0,2,0,0.00,1,0,8,4,9,4,0.444,1,0,17,,,,,M,,,,,2,5
537,40,Nick Wilson,1.66,10.07,0.16,0,8,8,90,11,0.72,1.70,6,0,16,0,0.88,3.36,35,7,2,3,0.73,0.27,3.36,1,0,7,1,8,1,0.13,3,0,8,4,11,4,0.364,1,0,1,,,,,M,,,,,,8
338,40,Sophie Clarke,1.62,7.07,0.23,0,4,6,65,7,0.56,1.60,5,0,16,0,0.79,3.22,35,10,2,3,0.57,0.43,3.22,1,0,4,0,5,0,0.00,3,3,8,5,11,8,0.727,0,0,7,,,,,M,,,,,,6
354,40,Kim Spradlin,2.09,8.07,0.26,0,4,9,73,8,0.48,1.08,5,0,16,0,0.74,3.17,35,9,2,4,0.50,0.50,3.17,1,0,5,1,6,1,0.17,3,2,8,3,11,5,0.455,2,0,6,,,,,F,,,,,,9
429,40,Jeremy Collins,1.48,9.07,0.16,0,6,9,79,9,0.65,1.44,6,0,16,0,0.82,2.91,35,8,3,3,0.67,0.33,2.91,1,0,6,1,7,1,0.14,3,0,8,2,11,2,0.182,2,0,4,,,,,F,,,,,2,11
33,40,Ethan Zohn,0.11,2.45,0.05,0,2,4,27,3,0.62,2.33,2,0,16,0,0.66,2.44,35,18,3,1,0.67,0.33,2.44,2,0,0,0,2,0,0.00,0,0,4,1,4,1,0.250,0,0,26,,,,,M,,,,,,4
273,40,Tyson Apostol,1.34,5.79,0.23,0,3,12,51,5,0.55,1.05,4,0,16,0,0.78,2.39,35,11,4,2,0.60,0.40,2.39,2,1,3,0,5,1,0.20,1,0,5,3,6,3,0.500,0,0,17,,,,,M,,,,,,12
518,40,Wendell Holland,0.66,3.54,0.19,0,4,12,40,5,0.74,1.40,2,0,16,0,0.93,2.06,35,13,2,1,0.80,0.20,2.06,1,0,1,0,2,0,0.00,1,0,8,4,9,4,0.444,1,0,14,,,,,M,,,,,,12
188,40,Parvati Shallow,0.45,3.04,0.15,0,2,5,32,4,0.46,1.56,1,0,16,0,0.61,2.01,35,16,4,2,0.50,0.50,2.01,2,0,0,0,2,0,0.00,0,0,7,3,7,3,0.429,0,0,19,,,,,F,,,,,,5
58,40,Boston Rob Mariano,0.25,2.79,0.09,0,2,4,32,4,0.47,1.75,3,0,16,0,0.56,2.00,35,17,5,2,0.50,0.50,2.00,2,0,0,0,2,0,0.00,0,0,6,2,6,2,0.333,0,0,21,,,,,M,,,,,,4
479,40,Adam Klein,1.00,4.74,0.21,0,4,15,55,6,0.62,0.98,2,0,16,0,0.83,1.99,35,12,2,2,0.67,0.33,1.99,1,0,2,0,3,0,0.00,2,1,8,4,10,5,0.500,0,0,12,,,,,M,,,,,,15
151,40,Danni Boatwright,0.11,2.32,0.05,0,1,8,19,2,0.29,1.17,1,0,16,0,0.34,1.28,35,19,2,1,0.50,0.50,1.28,2,0,0,0,2,0,0.00,0,0,3,1,3,1,0.333,0,0,29,,,,,F,,,,,,8
22,40,Amber Mariano,0.10,2.21,0.05,0,0,6,10,1,-0.60,0.00,0,0,16,0,-0.55,0.10,35,20,3,1,0.00,1.00,0.10,2,0,0,0,2,0,0.00,0,0,2,1,2,1,0.500,0,0,32,,,,,F,,,,,,6
